기간,Dubai,Brent,WTI
18년03월28일,439.98,468.91,434.18
18년03월29일,439.43,472.66,436.81
18년04월02일,447.15,452.85,421.85
18년04월03일,433.66,453.36,422.68
18년04월04일,430.48,452.57,421.63
18년04월05일,434.92,454.54,422.68
18년04월06일,435.63,447.23,413.57
18년04월09일,433.81,460.30,425.23
18년04월10일,446.58,476.99,439.86
18년04월11일,453.85,483.93,448.74
18년04월12일,460.34,483.08,449.87
18년04월13일,464.09,487.88,452.99
18년04월16일,458.86,480.67,445.67
18년04월17일,460.53,483.14,448.99
18년04월18일,462.41,493.79,460.13
18년04월19일,474.60,494.93,458.10
18년04월20일,471.06,495.41,457.41
18년04월23일,471.87,501.54,460.79
18년04월24일,478.96,496.58,455.16
18년04월25일,476.59,501.24,460.94
18년04월26일,479.22,507.10,462.66
18년04월27일,481.36,506.89,462.48
18년04월30일,474.18,508.84,464.16
18년05월01일,,495.03,455.23
18년05월02일,471.69,492.57,456.11
18년05월03일,476.92,497.74,462.65
18년05월04일,477.16,506.95,472.08
18년05월07일,490.63,515.75,478.92
18년05월08일,490.86,506.91,467.70
18년05월09일,500.68,522.89,481.78
18년05월10일,508.26,526.89,485.34
18년05월11일,503.61,521.60,478.18
18년05월14일,495.83,525.81,476.95
18년05월15일,505.17,526.17,478.40
18년05월16일,506.66,534.86,482.31
18년05월17일,520.20,538.04,485.05
18년05월18일,523.13,532.98,483.90
18년05월21일,519.19,538.15,490.73
18년05월22일,524.97,540.52,489.98
18년05월23일,522.52,543.99,489.73
18년05월24일,522.69,534.63,479.80
18년05월25일,514.64,519.12,460.99
18년05월28일,496.93,510.90,
18년05월29일,,508.91,450.45
18년05월30일,497.69,524.56,461.68
18년05월31일,513.15,527.71,455.96
18년06월01일,508.53,519.90,445.56
18년06월04일,503.53,509.56,438.22
18년06월05일,495.82,507.75,441.33
18년06월06일,496.77,507.61,436.01
18년06월07일,495.02,520.18,443.69
18년06월08일,502.90,513.58,441.57
18년06월11일,501.95,516.13,446.19
18년06월12일,504.73,512.36,448.07
18년06월13일,496.15,518.16,449.97
18년06월14일,502.50,513.53,452.33
18년06월15일,,500.04,442.98
18년06월18일,487.19,517.19,452.04
18년06월19일,500.64,521.55,452.01
18년06월20일,505.17,519.70,460.46
18년06월21일,496.55,509.10,456.76
18년06월22일,500.63,527.00,478.38
18년06월25일,507.84,521.23,474.85
18년06월26일,512.68,535.71,495.13
18년06월27일,521.60,544.46,510.37
18년06월28일,528.70,547.40,516.46
18년06월29일,535.22,560.48,523.15
18년07월02일,531.03,543.19,519.58
18년07월03일,525.51,546.52,521.08
18년07월04일,529.36,551.72,
18년07월05일,525.57,542.90,511.68
18년07월06일,521.83,542.44,519.15
18년07월09일,524.99,548.90,519.23
18년07월10일,531.71,551.72,518.49
18년07월11일,523.67,514.22,493.06
18년07월12일,511.53,524.85,495.81
18년07월13일,508.27,534.37,503.73
18년07월16일,515.47,507.63,480.92
18년07월17일,499.51,512.29,483.33
18년07월18일,493.15,515.94,486.64
18년07월19일,499.96,515.36,493.21
18년07월20일,508.87,519.90,501.33
18년07월23일,510.35,521.48,484.58
18년07월24일,508.16,521.29,486.36
18년07월25일,517.60,527.88,494.82
18년07월26일,520.61,528.63,493.66
18년07월27일,517.03,523.16,483.72
18년07월30일,516.94,528.14,494.04
18년07월31일,517.59,521.53,482.96
18년08월01일,509.22,509.01,475.75
18년08월02일,500.84,517.11,485.50
18년08월03일,507.90,516.94,483.61
18년08월06일,511.66,523.30,489.67
18년08월07일,513.39,527.53,488.80
18년08월08일,518.86,511.78,473.97
18년08월09일,,507.17,470.15
18년08월10일,496.07,511.96,475.54
18년08월13일,504.76,514.39,476.06
18년08월14일,511.92,516.70,478.05
18년08월15일,503.86,504.58,463.58
18년08월16일,495.61,508.64,466.13
18년08월17일,500.54,510.85,468.75
18년08월20일,501.33,511.24,470.32
18년08월21일,501.71,512.43,475.18
18년08월22일,,525.95,477.28
18년08월23일,514.65,525.84,477.28
18년08월24일,521.68,534.51,484.45
18년08월27일,525.04,537.74,485.95
18년08월28일,525.80,532.32,480.31
18년08월29일,519.02,538.57,485.30
18년08월30일,528.37,542.39,489.94
18년08월31일,528.99,539.94,486.80
18년09월03일,533.45,547.25,
18년09월04일,538.45,547.49,489.35
18년09월05일,531.43,541.52,481.60
18년09월06일,529.40,537.76,476.39
18년09월07일,527.01,541.82,477.79
18년09월10일,535.68,546.55,477.11
18년09월11일,540.83,560.98,491.37
18년09월12일,548.92,565.15,498.74
18년09월13일,547.39,554.34,486.34
18년09월14일,538.15,550.71,486.53
18년09월17일,538.04,549.44,485.10
18년09월18일,537.30,559.82,494.79
18년09월19일,545.63,562.49,503.83
18년09월20일,547.64,555.90,500.10
18년09월21일,544.86,555.07,498.58
18년09월24일,552.61,571.98,507.73
18년09월25일,561.34,576.70,509.14
18년09월26일,563.81,572.96,504.14
18년09월27일,564.39,573.94,506.52
18년09월28일,560.11,578.94,512.66
18년10월01일,564.44,593.42,525.82
18년10월02일,579.12,592.53,525.66
18년10월03일,581.98,602.95,533.91
18년10월04일,592.94,593.92,521.95
18년10월05일,590.46,597.27,527.58
18년10월08일,580.41,596.77,528.35
18년10월09일,588.87,604.52,533.11
18년10월10일,591.10,591.46,520.84
18년10월11일,574.57,571.72,505.54
18년10월12일,570.30,577.99,512.66
18년10월15일,565.28,575.83,511.67
18년10월16일,561.98,580.37,512.71
18년10월17일,569.28,568.00,494.92
18년10월18일,554.98,561.07,485.78
18년10월19일,554.81,568.35,492.41
18년10월22일,562.07,569.56,493.50
18년10월23일,553.62,543.74,472.53
18년10월24일,531.66,544.16,477.36
18년10월25일,533.82,547.56,479.48
18년10월26일,540.09,555.84,484.01
18년10월29일,545.31,554.86,480.96
18년10월30일,545.58,543.64,473.96
18년10월31일,542.80,541.44,468.55
18년11월01일,525.80,522.29,456.37
18년11월02일,513.37,521.68,452.27
18년11월05일,504.04,517.99,446.70
18년11월06일,,509.36,439.30
18년11월07일,498.75,508.84,435.41
18년11월08일,504.38,498.11,427.74
18년11월09일,487.92,493.69,423.41
18년11월12일,499.81,496.49,424.33
18년11월13일,487.59,466.16,396.52
18년11월14일,460.46,472.32,401.82
18년11월15일,465.75,474.51,402.14
18년11월16일,472.71,474.63,401.40
18년11월19일,469.77,474.17,402.96
18년11월20일,464.54,443.41,378.88
18년11월21일,444.30,450.19,387.43
18년11월22일,444.31,445.44,
18년11월23일,433.75,417.55,358.04
18년11월26일,420.46,430.05,367.12
18년11월27일,419.81,427.91,366.43
18년11월28일,427.62,417.53,357.34
18년11월29일,413.97,422.56,365.33
18년11월30일,416.44,414.26,359.36
18년12월03일,431.18,434.70,373.11
18년12월04일,431.09,434.87,373.02
18년12월05일,417.50,429.72,369.20
18년12월06일,419.21,420.68,360.66
18년12월07일,410.53,433.59,369.89
18년12월10일,423.55,421.79,358.70
18년12월11일,412.92,425.87,365.38
18년12월12일,420.76,427.29,363.36
18년12월13일,417.11,435.83,372.92
18년12월14일,421.86,426.17,361.97
18년12월17일,418.48,423.38,354.27
18년12월18일,407.20,400.44,329.12
18년12월19일,391.24,406.80,335.45
18년12월20일,385.47,384.62,324.68
18년12월21일,379.95,382.16,323.72
18년12월24일,,356.78,300.65
18년12월26일,350.47,385.50,327.11
18년12월27일,375.73,369.29,315.83
18년12월28일,372.81,368.16,319.70
18년12월31일,,378.36,319.35
19년01월02일,364.72,386.17,327.30
19년01월03일,374.44,393.80,331.44
19년01월04일,394.23,404.66,340.12
19년01월07일,401.92,405.74,343.39
19년01월08일,395.06,412.92,350.06
19년01월09일,409.70,433.48,369.42
19년01월10일,420.46,435.13,371.01
19년01월11일,430.43,425.64,363.08
19년01월14일,414.18,414.67,355.06
19년01월15일,413.54,427.72,367.55
19년01월16일,423.77,432.02,368.54
19년01월17일,423.65,431.76,367.47
19년01월18일,431.11,442.25,379.48
19년01월21일,436.43,442.49,
19년01월22일,435.26,435.76,372.49
19년01월23일,435.27,434.63,374.06
19년01월24일,428.68,433.51,377.02
19년01월25일,433.93,437.33,380.93
19년01월28일,426.87,424.11,367.92
19년01월29일,417.57,430.78,374.51
19년01월30일,428.50,433.57,381.38
19년01월31일,434.41,434.90,377.98
19년02월01일,425.59,438.74,386.37
19년02월04일,440.00,437.06,381.47
19년02월05일,,433.35,375.18
19년02월06일,,438.32,377.63
19년02월07일,439.10,432.92,369.77
19년02월08일,435.41,438.80,372.52
19년02월11일,438.66,435.06,370.69
19년02월12일,440.15,441.49,375.57
19년02월13일,448.04,449.95,381.27
19년02월14일,460.86,455.56,383.88
19년02월15일,460.80,468.79,393.36
19년02월18일,473.32,471.69,
19년02월19일,470.29,470.08,396.79
19년02월20일,470.76,475.72,403.67
19년02월21일,473.94,473.58,402.19
19년02월22일,475.40,474.70,404.96
19년02월25일,473.26,458.53,392.83
19년02월26일,455.13,459.71,391.26
19년02월27일,459.32,466.98,400.51
19년02월28일,463.89,464.25,402.30
19년03월01일,467.97,457.50,392.32
19년03월04일,460.40,462.58,398.62
19년03월05일,465.11,466.03,400.22
19년03월06일,466.29,467.28,398.10
19년03월07일,471.52,470.31,401.93
19년03월08일,466.76,466.55,397.92
19년03월11일,476.54,474.90,405.07
19년03월12일,479.17,475.75,405.82
19년03월13일,477.22,479.56,413.61
19년03월14일,485.17,478.48,417.13
19년03월15일,482.40,478.48,416.93
19년03월18일,481.06,482.64,422.25
19년03월19일,482.26,482.12,420.93
19년03월20일,481.35,487.26,425.58
19년03월21일,485.12,482.49,426.46
19년03월22일,477.69,474.65,418.07
19년03월25일,471.43,477.61,417.99
19년03월26일,479.48,485.20,427.87
19년03월27일,479.73,483.00,423.04
19년03월28일,475.05,484.04,423.23
19년03월29일,481.14,489.44,430.40
19년04월01일,487.57,493.14,440.12
19년04월02일,490.24,494.23,445.85
19년04월03일,496.01,495.15,446.22
19년04월04일,490.19,495.40,443.29
19년04월05일,491.52,502.38,450.53
19년04월08일,502.42,508.21,460.32
19년04월09일,506.35,506.93,459.33
19년04월10일,503.74,515.60,464.42
19년04월11일,506.19,508.42,456.38
19년04월12일,502.30,512.69,457.80
19년04월15일,504.45,510.62,454.81
19년04월16일,500.74,511.51,456.81
19년04월17일,509.54,511.61,455.46
19년04월18일,507.86,514.29,457.34
19년04월22일,524.69,529.55,469.90
19년04월23일,529.34,534.65,475.73
19년04월24일,528.76,535.22,472.92
19년04월25일,537.14,536.35,470.42
19년04월26일,535.31,525.84,461.34
19년04월29일,518.56,525.49,463.19
19년04월30일,521.82,530.34,465.58
19년05월01일,,525.83,463.32
19년05월02일,522.88,517.90,452.46
19년05월03일,511.94,518.68,453.45
19년05월06일,506.75,521.53,455.72
19년05월07일,517.01,513.99,451.62
19년05월08일,509.76,517.78,457.07
19년05월09일,508.40,517.97,454.02
19년05월10일,518.43,522.28,456.01
19년05월13일,525.90,520.41,452.31
19년05월14일,518.68,530.14,459.74
19년05월15일,526.06,535.84,463.05
19년05월16일,538.94,543.28,470.34
19년05월17일,542.00,540.13,469.44
19년05월20일,,539.91,473.37
19년05월21일,537.53,541.58,472.63
19년05월22일,534.63,532.83,461.00
19년05월23일,520.11,509.14,435.13
19년05월24일,499.97,514.66,439.28
19년05월27일,500.43,524.59,
19년05월28일,508.76,522.17,440.46
19년05월29일,501.45,518.78,439.30
19년05월30일,503.70,501.82,424.68
19년05월31일,477.76,482.70,400.44
19년06월03일,450.82,459.14,398.97
19년06월04일,446.68,461.11,397.94
19년06월05일,,450.57,384.06
19년06월06일,441.21,458.30,390.82
19년06월07일,454.15,469.66,400.65
19년06월10일,459.38,462.12,395.13
19년06월11일,456.36,463.89,396.71
19년06월12일,445.22,445.74,380.11
19년06월13일,448.05,455.70,388.58
19년06월14일,446.35,462.07,391.28
19년06월17일,452.34,453.83,386.73
19년06월18일,447.10,463.67,402.18
19년06월19일,456.30,460.78,400.70
19년06월20일,463.51,477.14,419.39
19년06월21일,471.68,478.87,421.80
19년06월24일,467.91,474.05,423.18
19년06월25일,461.60,473.76,421.18
19년06월26일,466.93,482.91,431.27
19년06월27일,469.30,484.81,432.94
19년06월28일,472.08,484.23,425.43
19년07월01일,472.20,473.22,429.80
19년07월02일,460.97,453.48,408.79
19년07월03일,444.13,467.57,420.10
19년07월04일,454.58,465.99,
19년07월05일,453.16,472.36,422.93
19년07월08일,466.14,471.96,424.47
19년07월09일,464.25,475.59,428.67
19년07월10일,474.23,497.31,448.48
19년07월11일,490.07,494.30,447.34
19년07월12일,486.40,492.60,444.53
19년07월15일,483.74,493.08,441.91
19년07월16일,478.99,477.29,427.37
19년07월17일,468.70,471.89,420.89
19년07월18일,461.36,459.80,410.58
19년07월19일,456.63,463.46,412.71
19년07월22일,463.05,466.89,414.93
19년07월23일,460.05,472.79,420.49
19년07월24일,468.51,468.29,414.18
19년07월25일,467.10,469.77,415.15
19년07월26일,466.25,470.92,417.05
19년07월29일,465.75,474.54,423.59
19년07월30일,473.63,481.74,432.09
19년07월31일,480.05,484.52,435.52
19년08월01일,468.71,449.76,401.06
19년08월02일,451.00,462.66,416.09
19년08월05일,448.50,449.48,411.00
19년08월06일,447.80,449.24,408.77
19년08월07일,442.15,429.47,390.21
19년08월08일,434.13,438.33,401.36
19년08월09일,,445.94,415.23
19년08월12일,,445.65,417.95
19년08월13일,441.63,468.70,436.58
19년08월14일,457.40,456.02,423.43
19년08월15일,447.20,446.43,417.61
19년08월16일,443.57,446.92,418.19
19년08월19일,445.68,455.91,428.97
19년08월20일,451.12,457.14,429.04
19년08월21일,457.41,459.00,423.84
19년08월22일,456.58,453.77,419.17
19년08월23일,450.47,449.79,410.60
19년08월26일,446.72,447.56,408.98
19년08월27일,444.95,455.98,420.89
19년08월28일,450.11,461.55,425.61
19년08월29일,452.78,466.21,432.85
19년08월30일,455.70,461.89,421.15
19년09월02일,438.39,446.30,
19년09월03일,430.53,444.10,411.17
19년09월04일,433.54,463.96,430.02
19년09월05일,445.35,463.76,428.38
19년09월06일,446.91,464.34,426.46
19년09월09일,452.60,471.20,435.51
19년09월10일,456.68,467.85,430.50
19년09월11일,456.49,455.89,417.95
19년09월12일,444.72,452.66,413.00
19년09월13일,437.52,451.46,411.20
19년09월16일,478.70,517.22,471.36
19년09월17일,502.91,480.72,441.92
19년09월18일,473.12,475.36,434.33
19년09월19일,473.47,482.23,435.28
19년09월20일,483.19,483.19,436.66
19년09월23일,476.41,485.25,439.32
19년09월24일,476.23,473.53,429.93
19년09월25일,462.40,468.56,424.25
19년09월26일,465.27,472.88,425.17
19년09월27일,468.14,466.94,421.68
19년09월30일,460.46,459.26,408.55
19년10월01일,446.69,444.20,404.45
19년10월02일,442.17,434.78,396.72
19년10월03일,432.90,434.93,395.29
19년10월04일,437.91,441.93,399.83
19년10월07일,438.49,439.32,397.15
19년10월08일,436.72,438.30,396.08
19년10월09일,434.39,438.91,395.78
19년10월10일,434.11,444.11,402.40
19년10월11일,452.12,452.65,409.19
19년10월14일,449.06,443.97,400.88
19년10월15일,442.40,437.34,393.19
19년10월16일,437.93,442.55,397.42
19년10월17일,442.22,447.29,402.65
19년10월18일,445.57,443.48,401.39
19년10월21일,440.91,437.79,395.84
19년10월22일,435.82,441.37,400.41
19년10월23일,439.65,450.70,412.38
19년10월24일,450.62,455.27,415.11
19년10월25일,452.68,456.80,417.33
19년10월28일,,454.73,412.19
19년10월29일,448.75,453.10,408.59
19년10월30일,449.91,444.70,403.98
19년10월31일,449.03,442.64,398.17
19년11월01일,429.06,450.77,410.65
19년11월04일,446.08,456.29,415.23
19년11월05일,447.71,459.53,417.71
19년11월06일,448.69,450.51,411.18
19년11월07일,445.06,453.50,416.08
19년11월08일,444.43,456.32,417.85
19년11월11일,444.67,452.16,413.47
19년11월12일,454.04,453.31,414.89
19년11월13일,449.93,456.44,418.02
19년11월14일,458.78,457.39,416.92
19년11월15일,455.91,465.99,424.92
19년11월18일,460.99,458.05,418.51
19년11월19일,453.10,446.14,404.39
19년11월20일,444.33,458.66,419.78
19년11월21일,457.26,470.81,431.14
19년11월22일,471.68,469.09,427.50
19년11월25일,469.90,471.53,429.75
19년11월26일,466.82,475.48,432.13
19년11월27일,470.47,473.20,429.25
19년11월28일,468.45,472.44,
19년11월29일,473.47,463.08,409.23
19년12월02일,451.60,452.27,415.44
19년12월03일,452.75,451.56,416.52
19년12월04일,455.94,470.05,435.95
19년12월05일,470.99,475.95,438.71
19년12월06일,471.78,482.04,443.18
19년12월09일,476.97,480.79,441.65
19년12월10일,477.56,481.30,443.15
19년12월11일,478.19,477.74,440.55
19년12월12일,480.44,481.87,444.19
19년12월13일,485.35,487.59,449.09
19년12월16일,483.02,481.55,443.74
19년12월17일,484.10,487.65,449.58
19년12월18일,485.36,485.58,447.13
19년12월19일,487.27,487.71,448.72
19년12월20일,489.79,484.45,442.70
19년12월23일,484.17,485.48,442.56
19년12월24일,487.89,491.03,446.53
19년12월26일,493.92,497.14,451.47
19년12월27일,495.78,497.83,450.79
19년12월30일,495.14,499.74,450.38
19년12월31일,489.89,480.64,444.66
20년01월02일,478.38,482.46,445.54
20년01월03일,493.29,499.19,458.80
20년01월06일,509.37,503.96,462.71
20년01월07일,502.75,502.24,461.26
20년01월08일,507.50,479.65,436.92
20년01월09일,488.66,482.75,439.85
20년01월10일,481.04,474.11,430.77
20년01월13일,479.67,468.86,424.17
20년01월14일,470.90,468.79,423.29
20년01월15일,468.61,464.18,419.29
20년01월16일,471.87,471.00,426.53
20년01월17일,474.82,473.00,426.97
20년01월20일,475.52,475.22,
20년01월21일,468.45,470.78,425.22
20년01월22일,470.76,463.06,415.67
20년01월23일,460.00,454.65,407.38
20년01월24일,456.04,444.76,397.12
20년01월27일,,434.72,389.43
20년01월28일,429.99,436.89,392.62
20년01월29일,439.41,442.67,394.71
20년01월30일,427.24,431.16,385.67
20년01월31일,435.11,432.95,383.82
20년02월03일,412.63,406.80,374.38
20년02월04일,406.15,405.92,373.20
20년02월05일,400.77,413.56,379.67
20년02월06일,412.50,410.63,380.88
20년02월07일,404.02,404.76,373.92
20년02월10일,398.23,397.78,370.15
20년02월11일,396.86,404.19,373.73
20년02월12일,403.90,415.51,381.11
20년02월13일,404.73,418.09,381.58
20년02월14일,410.44,425.97,386.81
20년02월17일,416.72,429.30,
20년02월18일,409.79,429.42,387.04
20년02월19일,421.40,441.80,398.24
20년02월20일,426.33,444.23,402.81
20년02월21일,424.71,440.44,401.90
20년02월24일,414.34,426.93,390.00
20년02월25일,417.27,420.87,382.19
20년02월26일,398.78,407.55,371.70
20년02월27일,387.42,399.36,360.40
20년02월28일,375.13,386.37,342.32
20년03월02일,386.64,396.73,357.36
20년03월03일,390.47,391.53,356.20
20년03월04일,380.76,383.15,350.56
20년03월05일,378.93,373.04,342.52
20년03월06일,362.09,337.42,307.68
20년03월09일,246.32,257.48,233.28
20년03월10일,258.28,281.26,259.64
20년03월11일,260.28,269.39,248.24
20년03월12일,245.26,249.23,236.33
20년03월13일,256.52,255.92,239.89
20년03월16일,242.08,231.01,220.63
20년03월17일,236.50,220.39,206.73
20년03월18일,220.62,194.24,159.03
20년03월19일,201.02,221.65,196.35
20년03월20일,230.84,217.23,180.60
20년03월23일,194.05,213.21,184.26
20년03월24일,213.57,217.66,192.49
20년03월25일,213.69,216.38,193.47
20년03월26일,199.25,203.89,174.94
20년03월27일,193.39,192.54,166.13
20년03월30일,177.22,173.56,153.20
20년03월31일,180.17,174.87,157.49
20년04월01일,162.91,189.84,155.85
20년04월02일,165.66,230.16,194.64
20년04월03일,190.79,265.52,220.61
20년04월06일,192.37,255.65,201.73
20년04월07일,193.01,247.24,183.32
20년04월08일,180.84,252.50,192.91
20년04월09일,178.90,241.50,174.61
20년04월13일,170.12,242.02,170.88
20년04월14일,166.03,226.90,154.15
20년04월15일,150.85,212.25,152.31
20년04월16일,150.91,212.90,152.06
20년04월17일,159.12,216.80,141.06
20년04월20일,159.36,196.10,-288.59
20년04월21일,133.15,148.17,76.73
20년04월22일,104.70,157.76,106.72
20년04월23일,140.85,165.71,128.19
20년04월24일,140.80,166.14,131.27
20년04월27일,139.68,155.38,99.34
20년04월28일,128.69,158.33,95.49
20년04월29일,131.93,173.70,116.05
20년04월30일,159.75,194.74,145.18
20년05월01일,,203.75,152.43
20년05월04일,186.47,208.46,156.27
20년05월05일,199.27,237.36,188.23
20년05월06일,207.58,229.52,185.26
20년05월07일,,226.67,181.20
20년05월08일,199.96,238.92,190.85
20년05월11일,204.65,226.94,184.89
20년05월12일,206.28,229.64,197.47
20년05월13일,207.09,225.22,195.13
20년05월14일,230.08,240.11,212.58
20년05월15일,246.68,251.01,227.30
20년05월18일,254.39,269.15,246.03
20년05월19일,256.94,268.32,251.67
20년05월20일,253.78,275.34,257.94
20년05월21일,263.34,278.48,261.95
20년05월22일,252.51,271.94,257.38
20년05월25일,,276.26,
20년05월26일,271.93,282.56,268.34
20년05월27일,268.29,270.32,255.30
20년05월28일,257.39,273.84,261.58
20년05월29일,271.75,275.42,276.67
20년06월01일,295.57,298.29,275.88
20년06월02일,300.64,305.59,284.27
20년06월03일,306.97,306.36,287.11
20년06월04일,297.13,306.09,286.34
20년06월05일,311.11,323.90,302.84
20년06월08일,327.64,311.31,291.40
20년06월09일,309.41,311.91,294.94
20년06월10일,308.19,314.37,298.32
20년06월11일,305.01,289.61,273.01
20년06월12일,288.25,290.57,272.04
20년06월15일,291.05,301.45,281.72
20년06월16일,306.84,311.94,292.29
20년06월17일,314.65,308.96,288.09
20년06월18일,313.89,317.10,296.70
20년06월19일,327.69,321.89,303.28
20년06월22일,322.62,328.41,308.44
20년06월23일,331.10,325.30,308.06
20년06월24일,323.41,306.81,289.31
20년06월25일,307.03,310.59,292.96
20년06월26일,318.53,310.95,291.77
20년06월29일,306.31,314.45,299.30
20년06월30일,317.72,310.77,296.58
20년07월01일,321.89,316.84,300.18
20년07월02일,323.86,326.05,307.23
20년07월03일,322.41,323.32,
20년07월06일,329.65,325.42,306.77
20년07월07일,322.94,324.29,305.77
20년07월08일,325.19,324.81,306.88
20년07월09일,328.16,318.53,298.00
20년07월10일,,324.87,304.66
20년07월13일,328.08,323.09,303.27
20년07월14일,322.98,323.88,304.18
20년07월15일,335.24,332.28,312.63
20년07월16일,327.54,327.54,307.75
20년07월17일,324.60,326.73,307.41
20년07월20일,323.97,328.22,309.49
20년07월21일,332.14,335.55,317.68
20년07월22일,332.48,333.76,315.75
20년07월23일,333.51,325.18,308.36
20년07월24일,324.98,326.71,311.26
20년07월27일,325.89,328.01,314.33
20년07월28일,324.54,325.29,308.88
20년07월29일,325.26,328.87,310.23
20년07월30일,324.31,322.81,300.10
20년07월31일,,324.48,301.77
20년08월03일,317.72,330.21,306.72
20년08월04일,322.63,333.59,313.09
20년08월05일,328.50,339.09,316.72
20년08월06일,327.25,337.58,314.07
20년08월07일,326.86,330.74,307.05
20년08월10일,,335.59,312.84
20년08월11일,329.32,332.16,310.58
20년08월12일,325.17,338.58,318.01
20년08월13일,329.57,335.39,315.10
20년08월14일,323.40,333.52,312.75
20년08월17일,325.11,337.76,319.30
20년08월18일,331.60,339.06,319.89
20년08월19일,326.49,338.19,320.00
20년08월20일,326.39,333.90,316.65
20년08월21일,328.01,330.92,315.93
20년08월24일,326.40,336.46,317.75
20년08월25일,331.88,343.26,324.47
20년08월26일,334.51,340.55,323.76
20년08월27일,336.05,336.64,321.34
20년08월28일,329.04,335.98,320.46
20년08월31일,342.37,337.52,317.62
20년09월01일,335.74,339.24,318.25
20년09월02일,337.53,331.05,309.29
20년09월03일,324.03,328.81,308.66
20년09월04일,327.00,318.64,297.05
20년09월07일,310.08,314.49,
20년09월08일,303.77,297.05,274.50
20년09월09일,295.06,304.77,284.30
20년09월10일,297.35,299.74,279.09
20년09월11일,292.77,296.95,278.31
20년09월14일,290.67,296.05,278.49
20년09월15일,292.28,301.88,285.13
20년09월16일,305.99,313.49,298.19
20년09월17일,308.70,320.77,303.51
20년09월18일,318.05,319.01,303.93
20년09월21일,304.68,303.29,287.70
20년09월22일,300.32,304.56,289.08
20년09월23일,302.93,305.79,292.32
20년09월24일,301.82,307.16,295.23
20년09월25일,309.01,308.57,296.28
20년09월28일,304.87,312.38,298.91
20년09월29일,309.05,302.85,290.00
20년09월30일,297.90,302.26,296.87
20년10월01일,303.51,302.11,285.80
20년10월02일,285.06,289.86,273.47
20년10월05일,288.87,303.73,288.50
20년10월06일,296.73,312.10,297.61
20년10월07일,300.90,306.37,291.48
20년10월08일,303.15,316.90,301.18
20년10월09일,307.54,313.32,296.86
20년10월12일,300.20,303.40,286.75
20년10월13일,297.50,306.60,290.35
20년10월14일,300.92,313.21,296.73
20년10월15일,302.74,311.02,295.17
20년10월16일,301.51,309.07,294.31
20년10월19일,300.98,307.10,294.21
20년10월20일,298.72,310.07,297.86
20년10월21일,299.00,299.14,286.96
20년10월22일,294.93,302.77,289.80
20년10월23일,297.24,297.96,284.26
20년10월26일,284.32,288.74,275.18
20년10월27일,283.36,292.60,281.02
20년10월28일,278.52,277.46,265.18
20년10월29일,271.76,267.43,256.92
20년10월30일,265.05,267.05,255.14
20년11월02일,258.09,277.08,261.72
20년11월03일,282.06,283.41,268.78
20년11월04일,283.74,294.24,279.39
20년11월05일,290.87,292.58,277.29
20년11월06일,288.58,280.61,264.18
20년11월09일,285.30,299.87,284.94
20년11월10일,298.15,306.01,290.22
20년11월11일,311.92,307.42,290.93
20년11월12일,307.51,304.57,287.71
20년11월13일,302.13,299.54,280.98
20년11월16일,306.78,307.34,289.95
20년11월17일,305.74,304.90,288.73
20년11월18일,304.78,308.68,291.13
20년11월19일,306.06,307.45,290.34
20년11월20일,309.13,314.52,294.86
20년11월23일,319.64,322.80,301.77
20년11월24일,320.93,334.93,314.28
20년11월25일,334.58,339.75,319.48
20년11월26일,330.73,332.88,
20년11월27일,327.80,335.11,316.68
20년11월30일,326.62,330.58,314.95
20년12월01일,330.73,329.55,309.61
20년12월02일,327.84,335.99,315.31
20년12월03일,333.52,338.03,316.72
20년12월04일,338.71,340.16,319.51
20년12월07일,330.04,333.46,312.75
20년12월08일,328.92,332.60,310.54
20년12월09일,335.17,333.26,310.48
20년12월10일,334.17,342.49,318.84
20년12월11일,344.81,341.40,318.17
20년12월14일,347.03,344.56,321.95
20년12월15일,344.21,348.26,326.72
20년12월16일,349.65,351.23,328.81
20년12월17일,353.52,353.79,332.22
20년12월18일,351.31,359.21,337.49
20년12월21일,347.08,351.57,329.67
20년12월22일,344.59,346.87,325.68
20년12월23일,345.30,356.37,334.93
20년12월24일,357.67,357.74,336.40
20년12월28일,354.53,353.08,330.58
20년12월29일,352.08,352.90,331.56
20년12월30일,351.02,353.02,332.80
20년12월31일,349.97,354.49,332.04
21년01월04일,359.21,349.63,325.88
21년01월05일,344.03,365.15,340.15
21년01월06일,365.55,370.95,345.87
21년01월07일,372.69,371.73,347.46
21년01월08일,370.32,379.88,354.44
21년01월11일,380.87,383.14,359.67
21년01월12일,384.68,390.69,367.42
21년01월13일,390.46,387.84,366.04
21년01월14일,383.63,388.59,368.96
21년01월15일,383.34,381.33,362.37
21년01월18일,374.22,378.08,
21년01월19일,383.38,388.31,368.03
21년01월20일,389.86,388.75,369.06
21년01월21일,383.93,388.15,367.60
21년01월22일,381.64,383.09,361.38
21년01월25일,384.17,387.43,365.87
21년01월26일,383.86,387.96,365.06
21년01월27일,386.71,387.19,366.66
21년01월28일,380.32,385.60,363.45
21년01월29일,383.13,391.76,365.96
21년02월01일,386.49,395.97,376.30
21년02월02일,399.21,404.06,385.08
21년02월03일,404.82,410.58,391.13
21년02월04일,408.92,412.29,394.00
21년02월05일,413.99,416.80,399.31
21년02월08일,422.77,428.15,409.84
21년02월09일,425.79,430.01,410.80
21년02월10일,423.91,431.49,411.90
