■ 연도별 박스오피스,,,,,,,,,,
- 조회일: 2022-07-27,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,
▶ 검색조건 [ 조회기간: 2022   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,
순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
1406,보지 말아야 할 것을 본 자,2022-05-12,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,바로 옆에서 붙어먹은 부인,2022-05-04,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,여보 부디 저를 용서해주세요,2022-05-06,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,"새로운 집, 섹스 메뉴얼",2022-05-04,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,롱타임노섹스: 알몸 유혹 여동창생,2022-05-27,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,"섹스, 나랑할래?",2022-05-06,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,동생 보며 젖어버린 누나,2022-04-14,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,외로움에 벌어진 여자,2022-04-21,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,더 맛있는 남의 떡,2022-03-31,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,삽입하기 좋은 날,2022-03-31,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,섹스 잘하는 여자들,2022-04-07,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,농락당한 육체,2022-04-07,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,자위하는 짝사랑녀,2022-04-14,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,능숙하게 넣어준 그녀,2022-04-21,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,왕따 극복 : 쓰레기 분류 섹스,2022-04-07,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,잠자리 심문 : 불륜 자백,2022-04-08,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,선배는 연쇄삽입마,2022-04-29,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,이상한 요구 : 이제 제발 놔주세요,2022-04-08,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,특이점이 온 사랑,2022-06-09,"100,000",0.0%,20,1,1,한국,한국,(주)나우콘텐츠
1406,섹스시그널 : 마지막 오르가즘,2022-04-07,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,미녀 홈헬퍼 : 적성에 딱 맞는 봉사,2022-04-07,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,삼수생 길들여진 쾌락 과외,2022-04-08,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,메리 위도우,,"108,000",0.0%,20,1,3,미국,미국,
1406,친구 아내 뺏는 왕게임,2022-04-14,"100,000",0.0%,20,1,1,한국,한국,(주)뮤직엔닷컴
1406,파멸의 나날 : 남편 앞에서 범해진 아내,2022-04-14,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,세상엔 일방적 친절이란 없다,2022-04-14,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,여배우의 유혹,2022-03-03,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,여직원의 직장 상사,2022-03-10,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,죽어도 섹스,2022-03-10,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,과외 선생과 어머니,2022-03-17,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,음흉한 아저씨,2022-03-17,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,아들의 여친 아빠의 여친 Ⅱ,2022-04-22,"100,000",0.0%,20,1,1,한국,한국,(주)담화
1406,온 가족 돌려먹기,2022-05-27,"100,000",0.0%,20,1,1,한국,한국,(주)담화
1406,형수의 상상은 현실이 된다,2022-06-10,"100,000",0.0%,20,1,1,한국,한국,(주)담화
1406,옛사랑,,"100,000",0.0%,20,1,1,한국,한국,(주)룬컴퍼니
1406,상식개변 성욕 처리는 당연한 일,2022-03-14,"100,000",0.0%,20,1,1,한국,한국,(주)뮤직엔닷컴
1406,유부녀 훔친다 말하는 도둑!,2022-03-28,"100,000",0.0%,20,1,1,한국,한국,(주)뮤직엔닷컴
1406,소리 없는 부인: 남편까지 거리 1미터,2022-03-10,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,담보 대출: 당신에게 사랑 받고 싶어서,2022-03-10,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,이제 돌아갈 수 없는 남편의 품,2022-03-10,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,남편보다 더 맛봐주세요,,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,리터너 : 타임 킬러,2022-06-10,"100,000",0.0%,20,1,1,캐나다,캐나다,(주)씨네마블랙
1406,오렌지필름 mixtape vol.7 -인디스페이스,,"66,000",0.0%,20,1,1,한국,한국,
1406,어느 집 여자가 더 맛있을까,2022-03-18,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,과장님의 여직원 사용기,2022-03-18,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,전세 역전: 너도 당해봐,2022-03-17,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,아내들의 모든 것,,"100,000",0.0%,20,1,1,한국,한국,(주)나우콘텐츠
1406,내 여동생이잖아,,"100,000",0.0%,20,1,1,한국,한국,(주)담화
1406,어린 남자만 꼬셔먹는 노처녀,2022-07-14,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,끝까지 빨아먹는 그녀,2022-07-07,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,사축 : 속옷 빠는 여자,2022-07-07,"100,000",0.0%,20,1,1,한국,한국,주식회사 플릭스코
1406,욕망의 가정부,2022-07-21,"100,000",0.0%,20,1,1,한국,한국,(주)뮤직엔닷컴
1406,직장상사:팀장님 부부,2022-07-14,"100,000",0.0%,20,1,1,한국,한국,주식회사 플릭스코
1406,마지못해 벌어진 도우미 아줌마,2022-07-21,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,내가 먼저 삽입한 친구의 애인,2022-07-21,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,노르웨이에서 보내는 편지,,"180,000",0.0%,20,1,2,노르웨이,노르웨이,
1406,날 유명하게 해!,,"180,000",0.0%,20,1,2,미국,미국,
1406,KQFF2022 [해외단편2] 규.범.타.파.,,"180,000",0.0%,20,1,2,기타,기타,
1406,바람,,"111,000",0.0%,20,1,2,기타,기타,
1406,또다른 아내,2022-06-16,"100,000",0.0%,20,1,1,한국,한국,주식회사 플릭스코
1406,감금당한 여동생,2022-06-23,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,불쌍한 유부녀 위로하다 넣었어요,2022-07-07,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,마구 유린당한 그날 밤,2022-07-07,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,거유 아줌마의 불륜,2022-07-14,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,흠뻑 젖어 넣고 싶은 아줌마,2022-06-30,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,낯설지 않은 삽입,2022-06-30,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,술 취해 잠든 유부녀 과장님,2022-07-14,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,크나큰 세계,,"119,000",0.0%,20,1,2,터키,터키,
1406,하산의 헌신,,"131,000",0.0%,20,1,2,터키,터키,
1406,오늘 당신 상사에게 먹혔어요,,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,시아버지를 며느리가 후렸다,2022-06-30,"100,000",0.0%,20,1,1,한국,한국,(주)뮤직엔닷컴
1406,당신 용서하세요,,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,전설의 섹스 비기 전수,,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,나도 모르는 마누라 사용 설명서,2022-07-21,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,불륜 : 행복은 다른 곳에 있다,2022-07-21,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,"헌 고추, 새 가지",2022-07-07,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,꾀병에 낚인 젖은 부인,2022-07-14,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,같은밭에 씨뿌리기,,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,나는 아빠의 여자,,"100,000",0.0%,20,1,1,한국,한국,(주)나우콘텐츠
1406,야한 이모,,"100,000",0.0%,20,1,1,한국,한국,(주)나우콘텐츠
1406,임신하고 싶다는 며느리,,"100,000",0.0%,20,1,1,한국,한국,(주)나우콘텐츠
1406,막장 가족,,"100,000",0.0%,20,1,1,한국,한국,(주)나우콘텐츠
1406,엄마 교환,,"100,000",0.0%,20,1,1,한국,한국,(주)나우콘텐츠
1406,여대생의 질문,,"100,000",0.0%,20,1,1,한국,한국,(주)룬컴퍼니
1406,인생 최대 실수 : 남편을 저버린 불륜,2022-06-02,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,이웃집 부부의 이상한 취미,2022-06-16,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,깐부 : 여친동맹,2022-06-23,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,친구동생 : 우정보다 좋은 맛,2022-06-02,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,홈트레이닝 : 친구의 완벽한 타액,2022-06-09,"100,000",0.0%,20,1,1,한국,한국,(주)씨맥스커뮤니케이션즈
1406,욕정 나락으로 떨어진 몸,2022-06-09,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,젖어버린 치욕의 법정,2022-06-09,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,다시 한번 그 입술을,2022-06-16,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,(2022 작은영화영화제) 하나이기를...,,"60,000",0.0%,20,1,1,한국,한국,
1406,여동생과 누나의 맛,2022-06-10,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,샤워하는데 발가벗고 들어온 그녀,2022-06-15,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,산사나무 아래,2022-06-08,"100,000",0.0%,20,1,1,중국,중국,(주)케이티알파
1406,삽입할 수밖에 없었어,2022-06-23,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,결혼 혼수 : 몸에 새긴 쾌락,2022-05-04,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,유독 몸으로 친절한 유부녀,2022-05-06,"100,000",0.0%,20,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
1406,유주얼 섹스펙트 그녀들의 은밀한 노하우,2022-05-30,"100,000",0.0%,20,1,1,한국,한국,(주)뮤직엔닷컴
1406,홧김에 벌려준 유부녀,2022-05-19,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,"탐욕, 아내 모르게 이루어진 삽입",2022-05-26,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,넣어달라 애원하는 옆집 아줌마,2022-05-26,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,다른 남자의 물 빨아먹는 아내,2022-05-26,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,형부 대물 맛을 못 잊는 처제,2022-06-02,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,마음씨 착한 거유 아줌마,2022-06-02,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,내 맘대로 맛본 여직원,2022-06-09,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,술에 취한 타인의 여자,2022-06-09,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,내 아내를 죽이는 대물남,2022-06-16,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1406,딱 맞는 구멍,2022-06-16,"100,000",0.0%,20,1,1,한국,한국,(주)샤이커뮤니케이션즈
1592,푸른 물결,,"116,000",0.0%,19,1,2,터키,"터키,네덜란드,독일",
1592,제11회 광주독립영화제: 전승일 감독전,,"19,000",0.0%,19,1,1,한국,한국,
1592,자라나는 불안(인디스데이),,"139,000",0.0%,19,1,6,한국,한국,
1592,라스트 레터,2021-02-24,"190,000",0.0%,19,1,2,일본,일본,(주)스튜디오 산타클로스엔터테인먼트
1592,태양으로의 여행,,"117,000",0.0%,19,1,2,터키,"터키,네덜란드,독일",
1592,런던 타운,2017-02-16,"228,000",0.0%,19,1,4,미국,미국,레인메이커필름
1592,립반윙클의 신부: 스페셜 에디션,2016-10-13,"194,000",0.0%,19,1,2,일본,일본,"TCO(주)더콘텐츠온,주식회사 더쿱"
1592,러브 액츄얼리,2003-12-05,"182,970",0.0%,19,2,10,미국,"미국,영국","(주)제이앤씨미디어그룹,와이드 릴리즈(주),UIP코리아,(유)조이앤시네마"
1592,라라와 크리스마스 요정,2021-12-15,"164,000",0.0%,19,3,7,노르웨이,노르웨이,(주)트리플픽쳐스
1601,지금 이대로도 괜찮아(인디스데이),,"130,000",0.0%,18,1,7,한국,한국,
1601,미스터 스마일,2018-12-27,"109,000",0.0%,18,1,3,미국,미국,(주)티캐스트
1601,차별,,"126,000",0.0%,18,1,1,한국,한국,
1601,항구의 니쿠코짱!,,"144,000",0.0%,18,1,1,일본,일본,(주)미디어캐슬
1601,미드 90,2019-09-25,"153,000",0.0%,18,2,7,미국,미국,"오드,(주)홈초이스"
1601,개인레슨,2022-05-26,"27,000",0.0%,18,5,18,영국,영국,(주)콘텐트마인
1601,애프터 체르노빌,2022-06-09,"27,000",0.0%,18,5,18,러시아,러시아,(주)콘텐트마인
1601,은판 위의 여인,2017-11-30,"144,000",0.0%,18,1,2,프랑스,프랑스,(주)영화사 안다미로
1601,데스 밸리,2022-03-03,"79,000",0.0%,18,4,18,캐나다,캐나다,주식회사 루믹스미디어
1601,눈동자 너머,,"162,000",0.0%,18,1,2,미국,미국,
1601,스타비스키,,"101,000",0.0%,18,1,2,이탈리아,"이탈리아,프랑스",
1601,킹 뉴욕,,"132,000",0.0%,18,1,3,미국,"미국,이탈리아",
1601,EXiS2022 인디비주얼 2 솔로몬 네이글러,,"144,000",0.0%,18,1,1,캐나다,캐나다,
1601,써니 감독판,2011-07-28,"108,000",0.0%,18,1,1,한국,한국,(주)씨제이이엔엠
1601,오아시스,2002-08-14,"128,000",0.0%,18,1,1,한국,한국,
1616,소나티네,2000-01-08,"136,000",0.0%,17,1,1,일본,일본,
1616,탐엣더팜,2014-05-22,"190,000",0.0%,17,1,2,캐나다,"캐나다,프랑스",(주)엣나인필름
1616,망루,,"99,000",0.0%,17,1,2,터키,"터키,프랑스,독일",
1616,쁘띠 마망,2021-10-07,"74,000",0.0%,17,1,2,프랑스,프랑스,찬란
1616,세월,,"17,000",0.0%,17,1,1,한국,한국,
1616,미카,,"119,000",0.0%,17,1,1,프랑스,"프랑스,모로코,기타",
1616,네가 내가 되었으면 좋겠다,2021-06-01,"85,000",0.0%,17,1,8,한국,한국,주식회사 씨엠닉스
1616,일곱 번째 동지,,"89,000",0.0%,17,1,3,러시아,러시아,
1616,겹겹이 여름,,"51,000",0.0%,17,1,6,한국,한국,
1616,SICFF2022 키즈 챌린지,,"136,000",0.0%,17,1,1,기타,기타,
1616,플래닛 에이,,"119,000",0.0%,17,1,1,한국,한국,
1616,EXiS2022 아시아 포럼 3 비디오 히로바,,"136,000",0.0%,17,1,1,일본,일본,
1616,EXiS2022 회고전 2 레나테 사미,,"136,000",0.0%,17,1,1,독일,독일,
1629,1+1,,"64,000",0.0%,16,1,4,한국,한국,
1629,서브라임,,"144,000",0.0%,16,1,2,아르헨티나,아르헨티나,
1629,빛나는 순간,2021-06-30,"85,000",0.0%,16,1,1,한국,한국,"(주)명필름,(주)씨네필운"
1629,최선의 삶,2021-09-01,"88,000",0.0%,16,1,5,한국,한국,(주)엣나인필름
1629,릴리스,,"82,000",0.0%,16,1,3,미국,미국,
1629,이장,2020-03-25,"80,000",0.0%,16,1,2,한국,한국,㈜인디스토리
1629,장고 & 장고,,"109,000",0.0%,16,1,2,이탈리아,이탈리아,
1629,우리 사이의 우주,,"128,000",0.0%,16,1,1,기타,기타,
1629,SICFF2022 2021 시익프 옴니버스,,"112,000",0.0%,16,1,1,한국,한국,
1629,5월 수요단편극장: 나 빼고 다 봤다! 2021년 영화제 화제작,,"119,000",0.0%,16,1,1,한국,한국,
1629,해리포터와 아즈카반의 죄수,2004-07-16,"128,000",0.0%,16,1,1,미국,미국,워너브러더스 코리아(주)
1629,분노,,"80,000",0.0%,16,1,3,이탈리아,이탈리아,
1641,천로역정: 천국을 찾아서,2019-06-13,"150,000",0.0%,15,1,6,미국,미국,"(재)CBS,주식회사 마운틴픽쳐스"
1641,숏버스 기묘행,2021-09-30,"71,500",0.0%,15,1,9,한국,한국,"언더식스티,(주)퍼니콘"
1641,공기인형,2010-04-08,"120,000",0.0%,15,1,3,일본,일본,"오드,CJ ENM"
1641,기문환생,2021-12-15,"15,000",0.0%,15,3,15,홍콩,홍콩,(유)조이앤시네마
1641,"그래, 이거야!",,"79,000",0.0%,15,1,2,프랑스,"프랑스,독일",
1641,518 민중항쟁 42주년 특별전- 단편 1,,"15,000",0.0%,15,1,1,한국,한국,
1641,아웃레이지,2010-12-02,"120,000",0.0%,15,1,2,일본,일본,주식회사 마운틴픽쳐스
1641,토스카,2018-05-05,"409,500",0.0%,15,2,2,미국,미국,(주) 인스터 글로벌
1641,에필로그(인디스데이),,"111,000",0.0%,15,1,10,한국,한국,
1641,2046,2004-10-15,"129,000",0.0%,15,1,2,홍콩,홍콩,"(주)디스테이션,이십세기폭스필름코퍼레이션"
1641,마담 프루스트의 비밀정원,2014-07-24,"180,000",0.0%,15,1,1,프랑스,프랑스,찬란
1652,좀!,,"56,000",0.0%,14,1,4,한국,한국,
1652,생 로랑,,"101,000",0.0%,14,1,1,한국,한국,
1652,EXiS2022 인디비주얼 6 카말 알자파리,,"112,000",0.0%,14,1,1,기타,기타,
1652,아프리카의 오레스테스를 위한 노트,,"73,000",0.0%,14,1,3,이탈리아,이탈리아,
1652,도서관에서는 실내정숙,,"42,000",0.0%,14,1,4,한국,한국,
1652,"러브 어페어: 우리가 말하는 것, 우리가 하는 것",2021-11-11,"148,000",0.0%,14,1,5,프랑스,프랑스,주식회사 슈아픽처스
1652,나폴리: 작은 갱들의 도시,,"84,000",0.0%,14,1,3,이탈리아,이탈리아,그린나래미디어(주)
1652,"좋아해, 너를",2017-09-14,"140,000",0.0%,14,1,1,일본,일본,(주)디오시네마
1652,2022 썸머프라이드시네마- 센트럴파크 특별전,,"126,000",0.0%,14,1,1,한국,한국,
1652,SIWOLF2022-단편 경쟁1,,"98,000",0.0%,14,1,1,한국,한국,
1652,일 트로바토레 잘츠부르크 페스티벌,2015-07-25,"168,000",0.0%,14,2,4,독일,독일,(주)케빈앤컴퍼니
1663,페인 앤 글로리,2020-02-05,"26,000",0.0%,13,1,2,스페인,스페인,(주)제이앤씨미디어그룹
1663,인생게임,2021-12-30,"67,000",0.0%,13,1,6,한국,한국,(주)콘텐츠윙
1663,우리를 갈라놓는 것들,2019-11-28,"55,000",0.0%,13,1,1,한국,한국,(주)엣나인필름
1663,막다른 골목의 추억,2019-04-04,"65,000",0.0%,13,1,1,한국,"한국,일본",(주)트리플픽쳐스
1663,2박 3일,,"39,000",0.0%,13,1,4,한국,한국,필름다빈
1663,연인,1992-06-20,"156,000",0.0%,13,1,2,프랑스,프랑스,(주)팝엔터테인먼트
1663,만다비,,"65,000",0.0%,13,1,2,프랑스,"프랑스,기타",
1663,하윤경 배우전(인디스데이),,"93,000",0.0%,13,1,6,한국,한국,
1663,SICFF2022 키즈 크리에이티브 6,,"91,000",0.0%,13,1,1,기타,기타,
1663,Media art work screening 열여덟 번째 정기 상영회,,"52,000",0.0%,13,1,2,한국,한국,
1663,신림남녀,,"103,000",0.0%,13,1,1,한국,한국,
1663,작은영화관 씨네브런치 단편영화 상영전,,"74,000",0.0%,13,2,11,한국,한국,
1663,(2022 작은영화영화제) 내가 세상과 대화하는 법,,"39,000",0.0%,13,1,1,한국,한국,
1663,스쿨 오브 락(樂),2021-05-13,"104,000",0.0%,13,1,1,한국,한국,(주)드림팩트엔터테인먼트
1663,더스트맨,2021-04-07,"60,000",0.0%,13,1,1,한국,한국,(주)트리플픽쳐스
1678,여판사,,"12,000",0.0%,12,1,1,한국,한국,
1678,패딩턴,2015-01-07,"144,000",0.0%,12,2,4,영국,"영국,프랑스,캐나다",롯데쇼핑㈜롯데엔터테인먼트
1678,남색대문,2021-08-18,"84,000",0.0%,12,1,5,대만,대만,오드
1678,EXiS2022 국제경쟁 2,,"96,000",0.0%,12,1,1,기타,기타,
1678,EXiS2022 기획부문 4 p-f-r,,"96,000",0.0%,12,1,1,기타,기타,
1678,에르 토스틱과 용,,"12,000",0.0%,12,1,1,카자흐스탄,카자흐스탄,
1678,비커밍 아스트리드,2021-05-12,"84,000",0.0%,12,1,1,기타,기타,알토미디어(주)
1678,길 위에서의 심판,,"57,000",0.0%,12,1,3,러시아,러시아,
